accuracy,model,group
0.80335,xgb,FE
0.79553,xgb,FE
0.79777,xgb,FE
0.7933,xgb,FE
0.79218,xgb,FE
0.78883,xgb,FE
0.78659,xgb,FE
0.78994,xgb,FE
0.79441,xgb,FE
0.78994,xgb,FE
0.81006,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79106,xgb,FE
0.79218,xgb,FE
0.79441,xgb,FE
0.79665,xgb,FE
0.79553,xgb,FE
0.78883,xgb,FE
0.79218,xgb,FE
0.79441,xgb,FE
0.78883,xgb,FE
0.78994,xgb,FE
0.79441,xgb,FE
0.78994,xgb,FE
0.79665,xgb,FE
0.79441,xgb,FE
0.7933,xgb,FE
0.8067,xgb,FE
0.78994,xgb,FE
0.79665,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.79441,xgb,FE
0.79777,xgb,FE
0.7933,xgb,FE
0.79553,xgb,FE
0.79441,xgb,FE
0.79888,xgb,FE
0.80559,xgb,FE
0.80112,xgb,FE
0.79777,xgb,FE
0.8,xgb,FE
0.80335,xgb,FE
0.79665,xgb,FE
0.80335,xgb,FE
0.79106,xgb,FE
0.79888,xgb,FE
0.79218,xgb,FE
0.80559,xgb,FE
0.81006,xgb,FE
0.81229,xgb,FE
0.81006,xgb,FE
0.81006,xgb,FE
0.80112,xgb,FE
0.79777,xgb,FE
0.80112,xgb,FE
0.80223,xgb,FE
0.8,xgb,FE
0.80112,xgb,FE
0.8,xgb,FE
0.8,xgb,FE
0.79777,xgb,FE
0.8,xgb,FE
0.79777,xgb,FE
0.79888,xgb,FE
0.79777,xgb,FE
0.80112,xgb,FE
0.8,xgb,FE
0.79665,xgb,FE
0.80223,xgb,FE
0.79777,xgb,FE
0.80335,xgb,FE
0.79441,xgb,FE
0.80894,xgb,FE
0.80335,xgb,FE
0.80782,xgb,FE
0.80223,xgb,FE
0.80782,xgb,FE
0.80559,xgb,FE
0.80223,xgb,FE
0.80559,xgb,FE
0.80112,xgb,FE
0.8,xgb,FE
0.80335,xgb,FE
0.79106,xgb,FE
0.78994,xgb,FE
0.79218,xgb,FE
0.78994,xgb,FE
0.79106,xgb,FE
0.78101,xgb,FE
0.78212,xgb,FE
0.77095,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.76648,xgb,FE
0.76648,xgb,FE
0.78883,xgb,FE
0.78547,xgb,FE
0.76872,xgb,FE
0.78547,xgb,FE
0.78659,xgb,FE
0.78883,xgb,FE
0.78771,xgb,FE
0.78771,xgb,FE
0.80335,xgb,FE
0.80335,xgb,FE
0.80782,xgb,FE
0.80223,xgb,FE
0.80335,xgb,FE
0.79106,xgb,FE
0.7933,xgb,FE
0.79106,xgb,FE
0.79106,xgb,FE
0.79218,xgb,FE
0.78994,xgb,FE
0.79106,xgb,FE
0.7933,xgb,FE
0.79888,xgb,FE
0.78994,xgb,FE
0.78101,xgb,FE
0.77318,xgb,FE
0.78994,xgb,FE
0.79777,xgb,FE
0.77095,xgb,FE
0.79218,xgb,FE
0.79441,xgb,FE
0.79888,xgb,FE
0.79441,xgb,FE
0.7933,xgb,FE
0.76648,xgb,FE
0.78883,xgb,FE
0.78547,xgb,FE
0.79218,xgb,FE
0.78883,xgb,FE
0.78883,xgb,FE
0.78883,xgb,FE
0.78771,xgb,FE
0.78771,xgb,FE
0.79218,xgb,FE
0.81006,xgb,FE
0.80782,xgb,FE
0.80335,xgb,FE
0.80782,xgb,FE
0.81117,xgb,FE
0.78771,xgb,FE
0.79218,xgb,FE
0.78771,xgb,FE
0.78771,xgb,FE
0.7933,xgb,FE
0.78771,xgb,FE
0.78771,xgb,FE
0.7933,xgb,FE
0.7933,xgb,FE
0.78771,xgb,FE
0.78771,xgb,FE
0.78101,xgb,FE
0.8067,xgb,FE
0.8067,xgb,FE
0.78212,xgb,FE
0.80559,xgb,FE
0.80112,xgb,FE
0.79665,xgb,FE
0.79777,xgb,FE
0.80223,xgb,FE
0.78771,xgb,FE
0.78659,xgb,FE
0.7933,xgb,FE
0.79218,xgb,FE
0.79888,xgb,FE
0.78771,xgb,FE
0.79218,xgb,FE
0.79888,xgb,FE
0.78771,xgb,FE
0.79218,xgb,FE
0.81006,xgb,FE
0.80894,xgb,FE
0.81006,xgb,FE
0.81341,xgb,FE
0.80782,xgb,FE
0.80894,xgb,FE
0.81341,xgb,FE
0.80782,xgb,FE
0.81117,xgb,FE
0.81341,xgb,FE
0.79665,xgb,FE
0.79888,xgb,FE
0.79553,xgb,FE
0.79665,xgb,FE
0.79777,xgb,FE
0.79553,xgb,FE
0.79777,xgb,FE
0.79777,xgb,FE
0.79553,xgb,FE
0.79777,xgb,FE
0.79441,xgb,FE
0.80335,xgb,FE
0.81006,xgb,FE
0.79777,xgb,FE
0.81006,xgb,FE
0.81117,xgb,FE
0.79888,xgb,FE
0.81117,xgb,FE
0.8067,xgb,FE
0.80447,xgb,FE
0.79777,xgb,FE
0.8067,xgb,FE
0.79553,xgb,FE
0.79777,xgb,FE
0.79777,xgb,FE
0.81006,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79106,xgb,FE
0.79218,xgb,FE
0.79441,xgb,FE
0.79665,xgb,FE
0.79553,xgb,FE
0.78883,xgb,FE
0.79218,xgb,FE
0.79441,xgb,FE
0.78883,xgb,FE
0.78994,xgb,FE
0.79441,xgb,FE
0.78994,xgb,FE
0.79665,xgb,FE
0.79441,xgb,FE
0.7933,xgb,FE
0.80894,xgb,FE
0.81006,xgb,FE
0.80782,xgb,FE
0.81006,xgb,FE
0.80447,xgb,FE
0.79553,xgb,FE
0.79665,xgb,FE
0.79553,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79106,xgb,FE
0.78994,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79665,xgb,FE
0.79553,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79553,xgb,FE
0.79218,xgb,FE
0.79441,xgb,FE
0.78883,xgb,FE
0.79441,xgb,FE
0.79106,xgb,FE
0.79553,xgb,FE
0.79665,xgb,FE
0.79441,xgb,FE
0.7933,xgb,FE
0.79665,xgb,FE
0.80447,xgb,FE
0.8067,xgb,FE
0.81117,xgb,FE
0.8067,xgb,FE
0.80559,xgb,FE
0.78994,xgb,FE
0.7933,xgb,FE
0.78994,xgb,FE
0.79553,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.79441,xgb,FE
0.79441,xgb,FE
0.78883,xgb,FE
0.79441,xgb,FE
0.79777,xgb,FE
0.79553,xgb,FE
0.79777,xgb,FE
0.79777,xgb,FE
0.79553,xgb,FE
0.79441,xgb,FE
0.79888,xgb,FE
0.79665,xgb,FE
0.79777,xgb,FE
0.8,xgb,FE
0.80112,xgb,FE
0.79777,xgb,FE
0.8,xgb,FE
0.79777,xgb,FE
0.79553,xgb,FE
0.79106,xgb,FE
0.79106,xgb,FE
0.79888,xgb,FE
0.79218,xgb,FE
0.78883,xgb,FE
0.80559,xgb,FE
0.81229,xgb,FE
0.80559,xgb,FE
0.8067,xgb,FE
0.81229,xgb,FE
0.81006,xgb,FE
0.81006,xgb,FE
0.81229,xgb,FE
0.81341,xgb,FE
0.81006,xgb,FE
0.79777,xgb,FE
0.80112,xgb,FE
0.80223,xgb,FE
0.79665,xgb,FE
0.79888,xgb,FE
0.80223,xgb,FE
0.8,xgb,FE
0.79777,xgb,FE
0.8,xgb,FE
0.79777,xgb,FE
0.79888,xgb,FE
0.79777,xgb,FE
0.80112,xgb,FE
0.80112,xgb,FE
0.80447,xgb,FE
0.80112,xgb,FE
0.79777,xgb,FE
0.80335,xgb,FE
0.79441,xgb,FE
0.79888,xgb,FE
0.80223,xgb,FE
0.80782,xgb,FE
0.80559,xgb,FE
0.80447,xgb,FE
0.8,xgb,FE
0.80335,xgb,FE
0.80335,xgb,FE
0.80782,xgb,FE
0.80447,xgb,FE
0.80335,xgb,FE
0.79106,xgb,FE
0.7933,xgb,FE
0.79106,xgb,FE
0.79106,xgb,FE
0.79218,xgb,FE
0.78994,xgb,FE
0.79106,xgb,FE
0.7933,xgb,FE
0.79888,xgb,FE
0.78994,xgb,FE
0.78101,xgb,FE
0.77318,xgb,FE
0.78994,xgb,FE
0.79777,xgb,FE
0.77095,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79888,xgb,FE
0.79441,xgb,FE
0.7933,xgb,FE
0.76648,xgb,FE
0.78883,xgb,FE
0.78547,xgb,FE
0.79218,xgb,FE
0.78883,xgb,FE
0.78883,xgb,FE
0.78883,xgb,FE
0.78771,xgb,FE
0.78771,xgb,FE
0.79218,xgb,FE
0.80335,xgb,FE
0.81117,xgb,FE
0.80223,xgb,FE
0.80559,xgb,FE
0.80782,xgb,FE
0.80223,xgb,FE
0.80335,xgb,FE
0.8067,xgb,FE
0.8067,xgb,FE
0.80335,xgb,FE
0.7933,xgb,FE
0.79106,xgb,FE
0.79106,xgb,FE
0.79553,xgb,FE
0.79553,xgb,FE
0.78994,xgb,FE
0.7933,xgb,FE
0.79888,xgb,FE
0.78994,xgb,FE
0.79777,xgb,FE
0.77318,xgb,FE
0.78994,xgb,FE
0.79777,xgb,FE
0.79888,xgb,FE
0.79441,xgb,FE
0.79441,xgb,FE
0.79888,xgb,FE
0.79441,xgb,FE
0.7933,xgb,FE
0.8,xgb,FE
0.79218,xgb,FE
0.78883,xgb,FE
0.78883,xgb,FE
0.78994,xgb,FE
0.79218,xgb,FE
0.81006,xgb,FE
0.80223,xgb,FE
0.81006,xgb,FE
0.81006,xgb,FE
0.80335,xgb,FE
0.80782,xgb,FE
0.81117,xgb,FE
0.80335,xgb,FE
0.80559,xgb,FE
0.81117,xgb,FE
0.79218,xgb,FE
0.78771,xgb,FE
0.78771,xgb,FE
0.79218,xgb,FE
0.79218,xgb,FE
0.78771,xgb,FE
0.7933,xgb,FE
0.7933,xgb,FE
0.78771,xgb,FE
0.7933,xgb,FE
0.78101,xgb,FE
0.8067,xgb,FE
0.8067,xgb,FE
0.79441,xgb,FE
0.80335,xgb,FE
0.80782,xgb,FE
0.79665,xgb,FE
0.79777,xgb,FE
0.80223,xgb,FE
0.79665,xgb,FE
0.79218,xgb,FE
0.79888,xgb,FE
0.78771,xgb,FE
0.79777,xgb,FE
0.79218,xgb,FE
0.80894,xgb,FE
0.81006,xgb,FE
0.81341,xgb,FE
0.80894,xgb,FE
0.81006,xgb,FE
0.81341,xgb,FE
0.80782,xgb,FE
0.81117,xgb,FE
0.81341,xgb,FE
0.81117,xgb,FE
0.79665,xgb,FE
0.79777,xgb,FE
0.79553,xgb,FE
0.79777,xgb,FE
0.79777,xgb,FE
0.79777,xgb,FE
0.81006,xgb,FE
0.81117,xgb,FE
0.80335,xgb,FE
0.80447,xgb,FE
0.79777,xgb,FE
0.80894,xgb,FE
0.81006,xgb,FE
0.80782,xgb,FE
0.81006,xgb,FE
0.80447,xgb,FE
0.79553,xgb,FE
0.79665,xgb,FE
0.79553,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79106,xgb,FE
0.78994,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79665,xgb,FE
0.79553,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79553,xgb,FE
0.79218,xgb,FE
0.79441,xgb,FE
0.78883,xgb,FE
0.79441,xgb,FE
0.79106,xgb,FE
0.79553,xgb,FE
0.79665,xgb,FE
0.79441,xgb,FE
0.7933,xgb,FE
0.79665,xgb,FE
0.80894,xgb,FE
0.8067,xgb,FE
0.81006,xgb,FE
0.80447,xgb,FE
0.80782,xgb,FE
0.81006,xgb,FE
0.80447,xgb,FE
0.80782,xgb,FE
0.80335,xgb,FE
0.80447,xgb,FE
0.79665,xgb,FE
0.79553,xgb,FE
0.79441,xgb,FE
0.79665,xgb,FE
0.79665,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.7933,xgb,FE
0.78994,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79553,xgb,FE
0.79553,xgb,FE
0.79441,xgb,FE
0.79106,xgb,FE
0.79553,xgb,FE
0.79888,xgb,FE
0.79665,xgb,FE
0.80447,xgb,FE
0.8067,xgb,FE
0.80447,xgb,FE
0.80782,xgb,FE
0.81117,xgb,FE
0.8067,xgb,FE
0.80559,xgb,FE
0.81006,xgb,FE
0.8067,xgb,FE
0.80447,xgb,FE
0.7933,xgb,FE
0.78994,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.79441,xgb,FE
0.78883,xgb,FE
0.79441,xgb,FE
0.78883,xgb,FE
0.79553,xgb,FE
0.79777,xgb,FE
0.79777,xgb,FE
0.79665,xgb,FE
0.79665,xgb,FE
0.79665,xgb,FE
0.79665,xgb,FE
0.79777,xgb,FE
0.8,xgb,FE
0.8,xgb,FE
0.79777,xgb,FE
0.79553,xgb,FE
0.79106,xgb,FE
0.79665,xgb,FE
0.78883,xgb,FE
0.81229,xgb,FE
0.80559,xgb,FE
0.8067,xgb,FE
0.81229,xgb,FE
0.81006,xgb,FE
0.80559,xgb,FE
0.81229,xgb,FE
0.81341,xgb,FE
0.81006,xgb,FE
0.81341,xgb,FE
0.79665,xgb,FE
0.79888,xgb,FE
0.80223,xgb,FE
0.79888,xgb,FE
0.79777,xgb,FE
0.80112,xgb,FE
0.80447,xgb,FE
0.80112,xgb,FE
0.79665,xgb,FE
0.79888,xgb,FE
0.80447,xgb,FE
0.80335,xgb,FE
0.81117,xgb,FE
0.80223,xgb,FE
0.80559,xgb,FE
0.80782,xgb,FE
0.80447,xgb,FE
0.80335,xgb,FE
0.8067,xgb,FE
0.8067,xgb,FE
0.80335,xgb,FE
0.7933,xgb,FE
0.79106,xgb,FE
0.79106,xgb,FE
0.79553,xgb,FE
0.79553,xgb,FE
0.78994,xgb,FE
0.7933,xgb,FE
0.79888,xgb,FE
0.78994,xgb,FE
0.79777,xgb,FE
0.77318,xgb,FE
0.78994,xgb,FE
0.79777,xgb,FE
0.79888,xgb,FE
0.79441,xgb,FE
0.79441,xgb,FE
0.79888,xgb,FE
0.79441,xgb,FE
0.7933,xgb,FE
0.8,xgb,FE
0.79218,xgb,FE
0.78883,xgb,FE
0.78883,xgb,FE
0.78994,xgb,FE
0.79218,xgb,FE
0.81117,xgb,FE
0.80223,xgb,FE
0.80559,xgb,FE
0.80894,xgb,FE
0.80894,xgb,FE
0.80559,xgb,FE
0.8067,xgb,FE
0.8067,xgb,FE
0.80335,xgb,FE
0.8067,xgb,FE
0.79553,xgb,FE
0.79553,xgb,FE
0.78994,xgb,FE
0.79441,xgb,FE
0.79777,xgb,FE
0.79888,xgb,FE
0.79441,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.8,xgb,FE
0.78994,xgb,FE
0.80223,xgb,FE
0.81006,xgb,FE
0.81006,xgb,FE
0.80223,xgb,FE
0.80335,xgb,FE
0.81006,xgb,FE
0.80335,xgb,FE
0.80559,xgb,FE
0.81117,xgb,FE
0.80559,xgb,FE
0.79218,xgb,FE
0.79218,xgb,FE
0.78771,xgb,FE
0.79218,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.80335,xgb,FE
0.80782,xgb,FE
0.79553,xgb,FE
0.79665,xgb,FE
0.79777,xgb,FE
0.80894,xgb,FE
0.81006,xgb,FE
0.81341,xgb,FE
0.81006,xgb,FE
0.81117,xgb,FE
0.79777,xgb,FE
0.80335,xgb,FE
0.80894,xgb,FE
0.8067,xgb,FE
0.81006,xgb,FE
0.80447,xgb,FE
0.80782,xgb,FE
0.81006,xgb,FE
0.80447,xgb,FE
0.80782,xgb,FE
0.80335,xgb,FE
0.80447,xgb,FE
0.79665,xgb,FE
0.79553,xgb,FE
0.79441,xgb,FE
0.79665,xgb,FE
0.79665,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.7933,xgb,FE
0.78994,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.7933,xgb,FE
0.79553,xgb,FE
0.79553,xgb,FE
0.79441,xgb,FE
0.79106,xgb,FE
0.79553,xgb,FE
0.79888,xgb,FE
0.79665,xgb,FE
0.8067,xgb,FE
0.81006,xgb,FE
0.80447,xgb,FE
0.80894,xgb,FE
0.8,xgb,FE
0.80447,xgb,FE
0.80782,xgb,FE
0.80335,xgb,FE
0.80447,xgb,FE
0.80335,xgb,FE
0.79665,xgb,FE
0.79665,xgb,FE
0.79441,xgb,FE
0.79665,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.79888,xgb,FE
0.8067,xgb,FE
0.80447,xgb,FE
0.80782,xgb,FE
0.8067,xgb,FE
0.80894,xgb,FE
0.80782,xgb,FE
0.81006,xgb,FE
0.8067,xgb,FE
0.80447,xgb,FE
0.8067,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.79441,xgb,FE
0.78883,xgb,FE
0.79665,xgb,FE
0.79665,xgb,FE
0.79665,xgb,FE
0.79888,xgb,FE
0.8,xgb,FE
0.79665,xgb,FE
0.81229,xgb,FE
0.81006,xgb,FE
0.80559,xgb,FE
0.80894,xgb,FE
0.81341,xgb,FE
0.79888,xgb,FE
0.79665,xgb,FE
0.81117,xgb,FE
0.80223,xgb,FE
0.80559,xgb,FE
0.80894,xgb,FE
0.80894,xgb,FE
0.80559,xgb,FE
0.8067,xgb,FE
0.8067,xgb,FE
0.80335,xgb,FE
0.8067,xgb,FE
0.79553,xgb,FE
0.79553,xgb,FE
0.78994,xgb,FE
0.79441,xgb,FE
0.79777,xgb,FE
0.79888,xgb,FE
0.79441,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.8,xgb,FE
0.78994,xgb,FE
0.80894,xgb,FE
0.80894,xgb,FE
0.80559,xgb,FE
0.80894,xgb,FE
0.8067,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.80223,xgb,FE
0.80335,xgb,FE
0.81006,xgb,FE
0.80335,xgb,FE
0.80559,xgb,FE
0.79218,xgb,FE
0.79553,xgb,FE
0.81006,xgb,FE
0.8067,xgb,FE
0.81006,xgb,FE
0.80447,xgb,FE
0.80894,xgb,FE
0.8,xgb,FE
0.80447,xgb,FE
0.80782,xgb,FE
0.80335,xgb,FE
0.80447,xgb,FE
0.80335,xgb,FE
0.79665,xgb,FE
0.79665,xgb,FE
0.79441,xgb,FE
0.79665,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.7933,xgb,FE
0.79441,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.79888,xgb,FE
0.80894,xgb,FE
0.8,xgb,FE
0.80447,xgb,FE
0.8,xgb,FE
0.80335,xgb,FE
0.79665,xgb,FE
0.79441,xgb,FE
0.8067,xgb,FE
0.80894,xgb,FE
0.80782,xgb,FE
0.80894,xgb,FE
0.8067,xgb,FE
0.79441,xgb,FE
0.79888,xgb,FE
0.80894,xgb,FE
0.80894,xgb,FE
0.80894,xgb,FE
0.80559,xgb,FE
0.80894,xgb,FE
0.8067,xgb,FE
0.79441,xgb,FE
0.79553,xgb,FE
0.80894,xgb,FE
0.80335,xgb,FE
0.80894,xgb,FE
0.8,xgb,FE
0.80447,xgb,FE
0.8,xgb,FE
0.80335,xgb,FE
0.79665,xgb,FE
0.79441,xgb,FE
0.8,xgb,FE
0.80894,xgb,FE
0.80894,xgb,FE
0.8,xgb,FE
0.78659,rf,FE
0.80112,rf,FE
0.80112,rf,FE
0.79553,rf,FE
0.8067,rf,FE
0.80447,rf,FE
0.80447,rf,FE
0.80112,rf,FE
0.80447,rf,FE
0.76536,rf,FE
0.78994,rf,FE
0.78324,rf,FE
0.76648,rf,FE
0.76425,rf,FE
0.76536,rf,FE
0.78659,rf,FE
0.78883,rf,FE
0.79106,rf,FE
0.77654,rf,FE
0.78212,rf,FE
0.78101,rf,FE
0.78324,rf,FE
0.79218,rf,FE
0.79665,rf,FE
0.80782,rf,FE
0.79888,rf,FE
0.79888,rf,FE
0.80112,rf,FE
0.79888,rf,FE
0.8,rf,FE
0.79553,rf,FE
0.79553,rf,FE
0.7933,rf,FE
0.80335,rf,FE
0.80782,rf,FE
0.79106,rf,FE
0.79218,rf,FE
0.8,rf,FE
0.80559,rf,FE
0.79218,rf,FE
0.8,rf,FE
0.80559,rf,FE
0.80223,rf,FE
0.8067,rf,FE
0.8,rf,FE
0.78547,rf,FE
0.78994,rf,FE
0.78547,rf,FE
0.78436,rf,FE
0.78659,rf,FE
0.78659,rf,FE
0.78883,rf,FE
0.78324,rf,FE
0.79665,rf,FE
0.78883,rf,FE
0.80335,rf,FE
0.80112,rf,FE
0.80112,rf,FE
0.8,rf,FE
0.80112,rf,FE
0.78771,rf,FE
0.80223,rf,FE
0.80112,rf,FE
0.80112,rf,FE
0.80112,rf,FE
0.80112,rf,FE
0.79665,rf,FE
0.79553,rf,FE
0.80112,rf,FE
0.78436,rf,FE
0.79665,rf,FE
0.8067,rf,FE
0.8067,rf,FE
0.80335,rf,FE
0.8067,rf,FE
0.80447,rf,FE
0.80112,rf,FE
0.80447,rf,FE
0.80447,rf,FE
0.80559,rf,FE
0.80112,rf,FE
0.79106,rf,FE
0.7743,rf,FE
0.76536,rf,FE
0.76536,rf,FE
0.76425,rf,FE
0.78547,rf,FE
0.78771,rf,FE
0.79441,rf,FE
0.78771,rf,FE
0.78994,rf,FE
0.79441,rf,FE
0.78771,rf,FE
0.78771,rf,FE
0.78436,rf,FE
0.78324,rf,FE
0.77542,rf,FE
0.7933,rf,FE
0.80223,rf,FE
0.76648,rf,FE
0.76425,rf,FE
0.78659,rf,FE
0.78771,rf,FE
0.76536,rf,FE
0.78659,rf,FE
0.78883,rf,FE
0.78994,rf,FE
0.78771,rf,FE
0.78547,rf,FE
0.79218,rf,FE
0.7933,rf,FE
0.79106,rf,FE
0.79888,rf,FE
0.79218,rf,FE
0.79218,rf,FE
0.77542,rf,FE
0.77654,rf,FE
0.76313,rf,FE
0.78883,rf,FE
0.7933,rf,FE
0.78212,rf,FE
0.78324,rf,FE
0.79106,rf,FE
0.79665,rf,FE
0.78324,rf,FE
0.79218,rf,FE
0.79665,rf,FE
0.79777,rf,FE
0.79777,rf,FE
0.79106,rf,FE
0.80782,rf,FE
0.80782,rf,FE
0.80782,rf,FE
0.8067,rf,FE
0.80894,rf,FE
0.79888,rf,FE
0.80223,rf,FE
0.8,rf,FE
0.8,rf,FE
0.80112,rf,FE
0.79888,rf,FE
0.8,rf,FE
0.80223,rf,FE
0.80223,rf,FE
0.8,rf,FE
0.79553,rf,FE
0.7933,rf,FE
0.80112,rf,FE
0.80782,rf,FE
0.7933,rf,FE
0.80335,rf,FE
0.80782,rf,FE
0.8,rf,FE
0.8067,rf,FE
0.80112,rf,FE
0.79218,rf,FE
0.8,rf,FE
0.80559,rf,FE
0.80223,rf,FE
0.8067,rf,FE
0.8,rf,FE
0.80223,rf,FE
0.8067,rf,FE
0.8,rf,FE
0.80223,rf,FE
0.79106,rf,FE
0.78883,rf,FE
0.78659,rf,FE
0.78547,rf,FE
0.78659,rf,FE
0.79106,rf,FE
0.78547,rf,FE
0.78771,rf,FE
0.78883,rf,FE
0.78994,rf,FE
0.79441,rf,FE
0.78771,rf,FE
0.78659,rf,FE
0.78659,rf,FE
0.78547,rf,FE
0.79106,rf,FE
0.78883,rf,FE
0.78659,rf,FE
0.78436,rf,FE
0.78883,rf,FE
0.78771,rf,FE
0.78324,rf,FE
0.78659,rf,FE
0.78883,rf,FE
0.78324,rf,FE
0.7933,rf,FE
0.78659,rf,FE
0.78771,rf,FE
0.78212,rf,FE
0.79553,rf,FE
0.79665,rf,FE
0.79441,rf,FE
0.79665,rf,FE
0.79441,rf,FE
0.78547,rf,FE
0.78883,rf,FE
0.79106,rf,FE
0.78212,rf,FE
0.78883,rf,FE
0.80335,rf,FE
0.8,rf,FE
0.8,rf,FE
0.80223,rf,FE
0.80112,rf,FE
0.8,rf,FE
0.80112,rf,FE
0.79888,rf,FE
0.8,rf,FE
0.79665,rf,FE
0.78883,rf,FE
0.78771,rf,FE
0.79553,rf,FE
0.78994,rf,FE
0.78771,rf,FE
0.80223,rf,FE
0.80112,rf,FE
0.80223,rf,FE
0.80112,rf,FE
0.80112,rf,FE
0.80112,rf,FE
0.80112,rf,FE
0.80112,rf,FE
0.80223,rf,FE
0.8,rf,FE
0.79665,rf,FE
0.80112,rf,FE
0.78547,rf,FE
0.79553,rf,FE
0.80112,rf,FE
0.78436,rf,FE
0.79665,rf,FE
0.78994,rf,FE
0.80112,rf,FE
0.78324,rf,FE
0.8067,rf,FE
0.80335,rf,FE
0.8067,rf,FE
0.80447,rf,FE
0.8067,rf,FE
0.80112,rf,FE
0.80447,rf,FE
0.80559,rf,FE
0.80112,rf,FE
0.80335,rf,FE
0.7933,rf,FE
0.78883,rf,FE
0.79106,rf,FE
0.79441,rf,FE
0.78883,rf,FE
0.78883,rf,FE
0.78101,rf,FE
0.7743,rf,FE
0.77318,rf,FE
0.78994,rf,FE
0.80112,rf,FE
0.76536,rf,FE
0.76313,rf,FE
0.78659,rf,FE
0.78771,rf,FE
0.76425,rf,FE
0.78547,rf,FE
0.78771,rf,FE
0.78994,rf,FE
0.78659,rf,FE
0.78436,rf,FE
0.79553,rf,FE
0.79441,rf,FE
0.8,rf,FE
0.79441,rf,FE
0.79553,rf,FE
0.78771,rf,FE
0.79441,rf,FE
0.78771,rf,FE
0.78883,rf,FE
0.79441,rf,FE
0.78771,rf,FE
0.78771,rf,FE
0.79441,rf,FE
0.79553,rf,FE
0.78771,rf,FE
0.78436,rf,FE
0.77318,rf,FE
0.79441,rf,FE
0.80335,rf,FE
0.77542,rf,FE
0.7933,rf,FE
0.80223,rf,FE
0.79553,rf,FE
0.79553,rf,FE
0.79106,rf,FE
0.76425,rf,FE
0.78659,rf,FE
0.78771,rf,FE
0.79106,rf,FE
0.78659,rf,FE
0.78659,rf,FE
0.78994,rf,FE
0.78771,rf,FE
0.78547,rf,FE
0.78994,rf,FE
0.7933,rf,FE
0.79218,rf,FE
0.78883,rf,FE
0.78883,rf,FE
0.79218,rf,FE
0.7933,rf,FE
0.79777,rf,FE
0.79218,rf,FE
0.79218,rf,FE
0.79888,rf,FE
0.79218,rf,FE
0.79218,rf,FE
0.79665,rf,FE
0.79777,rf,FE
0.79218,rf,FE
0.77542,rf,FE
0.7676,rf,FE
0.78994,rf,FE
0.7933,rf,FE
0.76313,rf,FE
0.78883,rf,FE
0.7933,rf,FE
0.77989,rf,FE
0.78324,rf,FE
0.78771,rf,FE
0.78324,rf,FE
0.79106,rf,FE
0.79665,rf,FE
0.79777,rf,FE
0.79777,rf,FE
0.79106,rf,FE
0.79777,rf,FE
0.79777,rf,FE
0.79106,rf,FE
0.79665,rf,FE
0.80782,rf,FE
0.80894,rf,FE
0.80894,rf,FE
0.80782,rf,FE
0.80782,rf,FE
0.8067,rf,FE
0.80894,rf,FE
