model,Feature_Engineering,Model_Tuning,accuracy
rf,1,0,0.76315
rf,1,0,0.78947
rf,1,0,0.76794
rf,1,0,0.78708
rf,1,0,0.75358
rf,1,0,0.78468
rf,1,0,0.75837
rf,1,0,0.79186
rf,1,0,0.76555
rf,1,0,0.7799
rf,1,0,0.78708
rf,1,0,0.76076
rf,1,0,0.78708
rf,1,0,0.79186
rf,1,0,0.75358
rf,1,0,0.78229
rf,1,0,0.76076
rf,1,0,0.78468
rf,1,0,0.76555
rf,1,0,0.7799
rf,1,0,0.78947
rf,1,0,0.76315
rf,1,0,0.78708
rf,1,0,0.78947
rf,1,0,0.78468
rf,1,0,0.75837
rf,1,0,0.7799
rf,1,0,0.78947
rf,1,0,0.78468
rf,1,0,0.78229
rf,1,0,0.79665
rf,1,0,0.77272
rf,1,0,0.79904
rf,1,0,0.77511
rf,1,0,0.76076
rf,1,0,0.79425
rf,1,0,0.76794
rf,1,0,0.7799
rf,1,0,0.78468
rf,1,0,0.79425
rf,1,0,0.77272
rf,1,0,0.77751
rf,1,0,0.7799
rf,1,0,0.77511
rf,1,0,0.79425
rf,1,0,0.77272
rf,1,0,0.77751
rf,1,0,0.78468
rf,1,0,0.78229
rf,1,0,0.7799
rf,1,0,0.7488
rf,1,0,0.7488
rf,1,0,0.77751
rf,1,0,0.74641
rf,1,0,0.75358
rf,1,0,0.78468
rf,1,0,0.75358
rf,1,0,0.78468
rf,1,0,0.75358
rf,1,0,0.77751
rf,1,0,0.7488
rf,1,0,0.78229
rf,1,0,0.74641
rf,1,0,0.78229
rf,1,0,0.7488
rf,1,0,0.77751
rf,1,0,0.78468
rf,1,0,0.75358
rf,1,0,0.77511
rf,1,0,0.7799
rf,1,0,0.7488
rf,1,0,0.7799
rf,1,0,0.74641
rf,1,0,0.77511
rf,1,0,0.7488
rf,1,0,0.77511
rf,1,0,0.77751
rf,1,0,0.75119
rf,1,0,0.77511
rf,1,0,0.77272
rf,1,0,0.7799
rf,1,0,0.74641
rf,1,0,0.77511
rf,1,0,0.77751
rf,1,0,0.7799
rf,1,0,0.78468
rf,1,0,0.79186
rf,1,0,0.77751
rf,1,0,0.79186
rf,1,0,0.77511
rf,1,0,0.77751
rf,1,0,0.79186
rf,1,0,0.77751
rf,1,0,0.78229
rf,1,0,0.78229
rf,1,0,0.79186
rf,1,0,0.77511
rf,1,0,0.77511
rf,1,0,0.78229
rf,1,0,0.78229
rf,1,0,0.79425
rf,1,0,0.77751
rf,1,0,0.77751
rf,1,0,0.78229
rf,1,0,0.78229
rf,1,0,0.77751
rf,1,0,0.76794
rf,1,0,0.78468
rf,1,0,0.74641
rf,1,0,0.78229
rf,1,0,0.75358
rf,1,0,0.77751
rf,1,0,0.78708
rf,1,0,0.75358
rf,1,0,0.76794
rf,1,0,0.78229
rf,1,0,0.78468
rf,1,0,0.74641
rf,1,0,0.77033
rf,1,0,0.78229
rf,1,0,0.78229
rf,1,0,0.77751
rf,1,0,0.7488
rf,1,0,0.77751
rf,1,0,0.77751
rf,1,0,0.78229
rf,1,0,0.77272
rf,1,0,0.78708
rf,1,0,0.77272
rf,1,0,0.78947
rf,1,0,0.78947
rf,1,0,0.78947
rf,1,0,0.78947
rf,1,0,0.79186
rf,1,0,0.75598
rf,1,0,0.73444
rf,1,0,0.75119
rf,1,0,0.75598
rf,1,0,0.76076
rf,1,0,0.74641
rf,1,0,0.74641
rf,1,0,0.75837
rf,1,0,0.75837
rf,1,0,0.76315
rf,1,0,0.74641
rf,1,0,0.74641
rf,1,0,0.74641
rf,1,0,0.74641
rf,1,0,0.74162
rf,1,0,0.76076
rf,1,0,0.76076
rf,1,0,0.75119
rf,1,0,0.75837
rf,1,0,0.75358
rf,1,0,0.7488
rf,1,0,0.76794
rf,1,0,0.77511
rf,1,0,0.7799
rf,1,0,0.78229
rf,1,0,0.77751
rf,1,0,0.77033
rf,1,0,0.77272
rf,1,0,0.78229
rf,1,0,0.76794
rf,1,0,0.77511
rf,1,0,0.79186
rf,1,0,0.77511
rf,1,0,0.79425
rf,1,0,0.77272
rf,1,0,0.7799
rf,1,0,0.77033
rf,1,0,0.76555
rf,1,0,0.78947
rf,1,0,0.77272
rf,1,0,0.77511
rf,1,0,0.79425
rf,1,0,0.77033
rf,1,0,0.79904
rf,1,0,0.77511
rf,1,0,0.77751
rf,1,0,0.76794
rf,1,0,0.78947
rf,1,0,0.76794
rf,1,0,0.78947
rf,1,0,0.77272
rf,1,0,0.77751
rf,1,0,0.79186
rf,1,0,0.77751
rf,1,0,0.7799
rf,1,0,0.78229
rf,1,0,0.73205
rf,1,0,0.74401
rf,1,0,0.75119
rf,1,0,0.77751
rf,1,0,0.75358
rf,1,0,0.73444
rf,1,0,0.74162
rf,1,0,0.77272
rf,1,0,0.74401
rf,1,0,0.75119
rf,1,0,0.78468
rf,1,0,0.74401
rf,1,0,0.78708
rf,1,0,0.75598
rf,1,0,0.76794
rf,1,0,0.73684
rf,1,0,0.73923
rf,1,0,0.77033
rf,1,0,0.74401
rf,1,0,0.75119
rf,1,0,0.77511
rf,1,0,0.75358
rf,1,0,0.78947
rf,1,0,0.75837
rf,1,0,0.76794
rf,1,0,0.74401
rf,1,0,0.77033
rf,1,0,0.73923
rf,1,0,0.78229
rf,1,0,0.74401
rf,1,0,0.76076
rf,1,0,0.78468
rf,1,0,0.75598
rf,1,0,0.76794
rf,1,0,0.77272
rf,1,0,0.75598
rf,1,0,0.76076
rf,1,0,0.78229
rf,1,0,0.76076
rf,1,0,0.77033
rf,1,0,0.78468
rf,1,0,0.76315
rf,1,0,0.79186
rf,1,0,0.77033
rf,1,0,0.78468
rf,1,0,0.76076
rf,1,0,0.77511
rf,1,0,0.75598
rf,1,0,0.7799
rf,1,0,0.76794
rf,1,0,0.77751
rf,1,0,0.78708
rf,1,0,0.76555
rf,1,0,0.7799
rf,1,0,0.78708
rf,1,0,0.75837
rf,1,0,0.77751
rf,1,0,0.75598
rf,1,0,0.78947
rf,1,0,0.77272
rf,1,0,0.77751
rf,1,0,0.78947
rf,1,0,0.76555
rf,1,0,0.77751
rf,1,0,0.78708
rf,1,0,0.7799
rf,1,0,0.75358
rf,1,0,0.77033
rf,1,0,0.78468
rf,1,0,0.78468
rf,1,0,0.75358
rf,1,0,0.76315
rf,1,0,0.75837
rf,1,0,0.76315
rf,1,0,0.7488
rf,1,0,0.74401
rf,1,0,0.74401
rf,1,0,0.7488
rf,1,0,0.73923
rf,1,0,0.75598
rf,1,0,0.76315
rf,1,0,0.7488
rf,1,0,0.76315
rf,1,0,0.75119
rf,1,0,0.75358
rf,1,0,0.7488
rf,1,0,0.7488
rf,1,0,0.7488
rf,1,0,0.73923
rf,1,0,0.76076
rf,1,0,0.76555
rf,1,0,0.75119
rf,1,0,0.76076
rf,1,0,0.7488
rf,1,0,0.74401
rf,1,0,0.75358
rf,1,0,0.7488
rf,1,0,0.74401
rf,1,0,0.75119
rf,1,0,0.74162
rf,1,0,0.73684
rf,1,0,0.76555
rf,1,0,0.75119
rf,1,0,0.75119
rf,1,0,0.75358
rf,1,0,0.76794
rf,1,0,0.77033
rf,1,0,0.78947
rf,1,0,0.76794
rf,1,0,0.77511
rf,1,0,0.78708
rf,1,0,0.77272
rf,1,0,0.79186
rf,1,0,0.77272
rf,1,0,0.7799
rf,1,0,0.77033
rf,1,0,0.78708
rf,1,0,0.76794
rf,1,0,0.78708
rf,1,0,0.76315
rf,1,0,0.77511
rf,1,0,0.79425
rf,1,0,0.77272
rf,1,0,0.7799
rf,1,0,0.77751
rf,1,0,0.77033
rf,1,0,0.78708
rf,1,0,0.76555
rf,1,0,0.78468
rf,1,0,0.76315
rf,1,0,0.77751
rf,1,0,0.79186
rf,1,0,0.77272
rf,1,0,0.7799
rf,1,0,0.7799
rf,1,0,0.78947
rf,1,0,0.76555
rf,1,0,0.77511
rf,1,0,0.7799
rf,1,0,0.77751
rf,1,0,0.74641
rf,1,0,0.7488
rf,1,0,0.76794
rf,1,0,0.74641
rf,1,0,0.75837
rf,1,0,0.7799
rf,1,0,0.75358
rf,1,0,0.78229
rf,1,0,0.76076
rf,1,0,0.77272
rf,1,0,0.73923
rf,1,0,0.76794
rf,1,0,0.74162
rf,1,0,0.77033
rf,1,0,0.75119
rf,1,0,0.76555
rf,1,0,0.78229
rf,1,0,0.75598
rf,1,0,0.77511
rf,1,0,0.77751
rf,1,0,0.7488
rf,1,0,0.76794
rf,1,0,0.74401
rf,1,0,0.77272
rf,1,0,0.75598
rf,1,0,0.75837
rf,1,0,0.77511
rf,1,0,0.75598
rf,1,0,0.76794
rf,1,0,0.77511
rf,1,0,0.77033
rf,1,0,0.7488
rf,1,0,0.76076
rf,1,0,0.77033
rf,1,0,0.77511
rf,1,0,0.76076
rf,1,0,0.78229
rf,1,0,0.75837
rf,1,0,0.77751
rf,1,0,0.76794
rf,1,0,0.78708
rf,1,0,0.78947
rf,1,0,0.76555
rf,1,0,0.77511
rf,1,0,0.78708
rf,1,0,0.78468
rf,1,0,0.76076
rf,1,0,0.77033
rf,1,0,0.77751
rf,1,0,0.77751
rf,1,0,0.78468
rf,1,0,0.76076
rf,1,0,0.77033
rf,1,0,0.78229
rf,1,0,0.78229
rf,1,0,0.78229
rf,1,0,0.75119
rf,1,0,0.75358
rf,1,0,0.75598
rf,1,0,0.76794
rf,1,0,0.75119
rf,1,0,0.74641
rf,1,0,0.7488
rf,1,0,0.76555
rf,1,0,0.74641
rf,1,0,0.75358
rf,1,0,0.76555
rf,1,0,0.75119
rf,1,0,0.76794
rf,1,0,0.75837
rf,1,0,0.75837
rf,1,0,0.75119
rf,1,0,0.74641
rf,1,0,0.76315
rf,1,0,0.7488
rf,1,0,0.75598
rf,1,0,0.77033
rf,1,0,0.75358
rf,1,0,0.77272
rf,1,0,0.75119
rf,1,0,0.75119
rf,1,0,0.74641
rf,1,0,0.76076
rf,1,0,0.7488
rf,1,0,0.76076
rf,1,0,0.7488
rf,1,0,0.75119
rf,1,0,0.76794
rf,1,0,0.75598
rf,1,0,0.76076
rf,1,0,0.75598
rf,1,0,0.78468
rf,1,0,0.78468
rf,1,0,0.80382
rf,1,0,0.78229
rf,1,0,0.78708
rf,1,0,0.80143
rf,1,0,0.7799
rf,1,0,0.80861
rf,1,0,0.78229
rf,1,0,0.78708
rf,1,0,0.78468
rf,1,0,0.80622
rf,1,0,0.78229
rf,1,0,0.80143
rf,1,0,0.7799
rf,1,0,0.78947
rf,1,0,0.80861
rf,1,0,0.78468
rf,1,0,0.78708
rf,1,0,0.79186
rf,1,0,0.78468
rf,1,0,0.80143
rf,1,0,0.7799
rf,1,0,0.80143
rf,1,0,0.78229
rf,1,0,0.78947
rf,1,0,0.80622
rf,1,0,0.78468
rf,1,0,0.78947
rf,1,0,0.78947
rf,1,0,0.80622
rf,1,0,0.77751
rf,1,0,0.78468
rf,1,0,0.78947
rf,1,0,0.79425
rf,1,0,0.75358
rf,1,0,0.75119
rf,1,0,0.7799
rf,1,0,0.75598
rf,1,0,0.76076
rf,1,0,0.79186
rf,1,0,0.76315
rf,1,0,0.78947
rf,1,0,0.75837
rf,1,0,0.78229
rf,1,0,0.75119
rf,1,0,0.77751
rf,1,0,0.76076
rf,1,0,0.78708
rf,1,0,0.75598
rf,1,0,0.77751
rf,1,0,0.78947
rf,1,0,0.76794
rf,1,0,0.77751
rf,1,0,0.7799
rf,1,0,0.75119
rf,1,0,0.77751
rf,1,0,0.75837
rf,1,0,0.78468
rf,1,0,0.75598
rf,1,0,0.77033
rf,1,0,0.78947
rf,1,0,0.76076
rf,1,0,0.77272
rf,1,0,0.7799
rf,1,0,0.78229
rf,1,0,0.75837
rf,1,0,0.77033
rf,1,0,0.78229
rf,1,0,0.78229
rf,1,0,0.77751
rf,1,0,0.79665
rf,1,0,0.77511
rf,1,0,0.79186
rf,1,0,0.77751
rf,1,0,0.7799
rf,1,0,0.79665
rf,1,0,0.7799
rf,1,0,0.78229
rf,1,0,0.78947
rf,1,0,0.79665
rf,1,0,0.77511
rf,1,0,0.7799
rf,1,0,0.78708
rf,1,0,0.78947
rf,1,0,0.79904
rf,1,0,0.77751
rf,1,0,0.7799
rf,1,0,0.78708
rf,1,0,0.78468
rf,1,0,0.78229
rf,1,0,0.74401
rf,1,0,0.74401
rf,1,0,0.75837
rf,1,0,0.74162
rf,1,0,0.75119
rf,1,0,0.76555
rf,1,0,0.75119
rf,1,0,0.76315
rf,1,0,0.75358
rf,1,0,0.7488
rf,1,0,0.74162
rf,1,0,0.75358
rf,1,0,0.74401
rf,1,0,0.75598
rf,1,0,0.74641
rf,1,0,0.74641
rf,1,0,0.76555
rf,1,0,0.75598
rf,1,0,0.75358
rf,1,0,0.75358
rf,1,0,0.74162
rf,1,0,0.75837
rf,1,0,0.74641
rf,1,0,0.75837
rf,1,0,0.74162
rf,1,0,0.74641
rf,1,0,0.76315
rf,1,0,0.7488
rf,1,0,0.75358
rf,1,0,0.75598
rf,1,0,0.75119
rf,1,0,0.74401
rf,1,0,0.74401
rf,1,0,0.75119
rf,1,0,0.75598
rf,1,0,0.78708
rf,1,0,0.78947
rf,1,0,0.78708
rf,1,0,0.78947
rf,1,0,0.78947
rf,1,0,0.78708
rf,1,0,0.79425
rf,1,0,0.78708
rf,1,0,0.79186
rf,1,0,0.79425
rf,1,0,0.78947
rf,1,0,0.78947
rf,1,0,0.78708
rf,1,0,0.78468
rf,1,0,0.79425
rf,1,0,0.78947
rf,1,0,0.78947
rf,1,0,0.78947
rf,1,0,0.78947
rf,1,0,0.79425
rf,1,0,0.78947
rf,1,0,0.74162
rf,1,0,0.77272
rf,1,0,0.74401
rf,1,0,0.77751
rf,1,0,0.74641
rf,1,0,0.76555
rf,1,0,0.78468
rf,1,0,0.76315
rf,1,0,0.76794
rf,1,0,0.77272
rf,1,0,0.77511
rf,1,0,0.74641
rf,1,0,0.76794
rf,1,0,0.77272
rf,1,0,0.77751
rf,1,0,0.77751
rf,1,0,0.74401
rf,1,0,0.76076
rf,1,0,0.77033
rf,1,0,0.77033
rf,1,0,0.76555
rf,1,0,0.78947
rf,1,0,0.77751
rf,1,0,0.78468
rf,1,0,0.78468
rf,1,0,0.79186
rf,1,0,0.78468
rf,1,0,0.78708
rf,1,0,0.74401
rf,1,0,0.74641
rf,1,0,0.7488
rf,1,0,0.76076
rf,1,0,0.73923
rf,1,0,0.74401
rf,1,0,0.74401
rf,1,0,0.7488
rf,1,0,0.72966
rf,1,0,0.7488
rf,1,0,0.75598
rf,1,0,0.73923
rf,1,0,0.75598
rf,1,0,0.73923
rf,1,0,0.76076
rf,1,0,0.74162
rf,1,0,0.74401
rf,1,0,0.7488
rf,1,0,0.74162
rf,1,0,0.75119
rf,1,0,0.75358
rf,1,0,0.73923
rf,1,0,0.75598
rf,1,0,0.73923
rf,1,0,0.75358
rf,1,0,0.74401
rf,1,0,0.74401
rf,1,0,0.73684
rf,1,0,0.75119
rf,1,0,0.73444
rf,1,0,0.75119
rf,1,0,0.75598
rf,1,0,0.73684
rf,1,0,0.7488
rf,1,0,0.75598
rf,1,0,0.76555
rf,1,0,0.76555
rf,1,0,0.78229
rf,1,0,0.75598
rf,1,0,0.76315
rf,1,0,0.78229
rf,1,0,0.75119
rf,1,0,0.7799
rf,1,0,0.75119
rf,1,0,0.76555
rf,1,0,0.76555
rf,1,0,0.78468
rf,1,0,0.75119
rf,1,0,0.77751
rf,1,0,0.75119
rf,1,0,0.76555
rf,1,0,0.78468
rf,1,0,0.75358
rf,1,0,0.76555
rf,1,0,0.77033
rf,1,0,0.76794
rf,1,0,0.77511
rf,1,0,0.7488
rf,1,0,0.78229
rf,1,0,0.7488
rf,1,0,0.76315
rf,1,0,0.78468
rf,1,0,0.75358
rf,1,0,0.76555
rf,1,0,0.76794
rf,1,0,0.78468
rf,1,0,0.75358
rf,1,0,0.76076
rf,1,0,0.75837
rf,1,0,0.76794
rf,1,0,0.73684
rf,1,0,0.74641
rf,1,0,0.77272
rf,1,0,0.74401
rf,1,0,0.74641
rf,1,0,0.77511
rf,1,0,0.74401
rf,1,0,0.78947
rf,1,0,0.75119
rf,1,0,0.77511
rf,1,0,0.74162
rf,1,0,0.77272
rf,1,0,0.74162
rf,1,0,0.7799
rf,1,0,0.7488
rf,1,0,0.77033
rf,1,0,0.7799
rf,1,0,0.74401
rf,1,0,0.77033
rf,1,0,0.78468
rf,1,0,0.74401
rf,1,0,0.76794
rf,1,0,0.74162
rf,1,0,0.78229
rf,1,0,0.75119
rf,1,0,0.76555
rf,1,0,0.7799
rf,1,0,0.7488
rf,1,0,0.76794
rf,1,0,0.78708
rf,1,0,0.77033
rf,1,0,0.74401
rf,1,0,0.76555
rf,1,0,0.77751
rf,1,0,0.77511
rf,1,0,0.76794
rf,1,0,0.77511
rf,1,0,0.75837
rf,1,0,0.78947
rf,1,0,0.77033
rf,1,0,0.76555
rf,1,0,0.77511
rf,1,0,0.75837
rf,1,0,0.76555
rf,1,0,0.7799
rf,1,0,0.77511
rf,1,0,0.76315
rf,1,0,0.75837
rf,1,0,0.77751
rf,1,0,0.77033
rf,1,0,0.77751
rf,1,0,0.75837
rf,1,0,0.75837
rf,1,0,0.77272
rf,1,0,0.77033
rf,1,0,0.76555
rf,1,0,0.74401
rf,1,0,0.74401
rf,1,0,0.75119
rf,1,0,0.73444
rf,1,0,0.7488
rf,1,0,0.75598
rf,1,0,0.73684
rf,1,0,0.75598
rf,1,0,0.73923
rf,1,0,0.75598
rf,1,0,0.74401
rf,1,0,0.75119
rf,1,0,0.73444
rf,1,0,0.7488
rf,1,0,0.73444
rf,1,0,0.7488
rf,1,0,0.75837
rf,1,0,0.73684
rf,1,0,0.75119
rf,1,0,0.75598
rf,1,0,0.74401
rf,1,0,0.7488
rf,1,0,0.73444
rf,1,0,0.75119
rf,1,0,0.73684
rf,1,0,0.75119
rf,1,0,0.75598
rf,1,0,0.74162
rf,1,0,0.76076
rf,1,0,0.75837
rf,1,0,0.7488
rf,1,0,0.73444
rf,1,0,0.75119
rf,1,0,0.75119
rf,1,0,0.75598
rf,1,0,0.76555
rf,1,0,0.77751
rf,1,0,0.75598
rf,1,0,0.78229
rf,1,0,0.75598
rf,1,0,0.75598
rf,1,0,0.7799
rf,1,0,0.75119
rf,1,0,0.76555
rf,1,0,0.76555
rf,1,0,0.78229
rf,1,0,0.7488
rf,1,0,0.76076
rf,1,0,0.75837
rf,1,0,0.76794
rf,1,0,0.77511
rf,1,0,0.75119
rf,1,0,0.75837
rf,1,0,0.76315
rf,1,0,0.77033
rf,1,0,0.75837
rf,1,0,0.74162
rf,1,0,0.77033
rf,1,0,0.73923
rf,1,0,0.7799
rf,1,0,0.75119
rf,1,0,0.76794
rf,1,0,0.77751
rf,1,0,0.74401
rf,1,0,0.77272
rf,1,0,0.78229
rf,1,0,0.77272
rf,1,0,0.74162
rf,1,0,0.77033
rf,1,0,0.77751
rf,1,0,0.77272
rf,1,0,0.77272
rf,1,0,0.74401
rf,1,0,0.76794
rf,1,0,0.7799
rf,1,0,0.77272
rf,1,0,0.76076
rf,1,0,0.77511
rf,1,0,0.75358
rf,1,0,0.76076
rf,1,0,0.76555
rf,1,0,0.77033
rf,1,0,0.76794
rf,1,0,0.76076
rf,1,0,0.75358
rf,1,0,0.75358
rf,1,0,0.76076
rf,1,0,0.74641
rf,1,0,0.75598
rf,1,0,0.76794
rf,1,0,0.75598
rf,1,0,0.77033
rf,1,0,0.75358
rf,1,0,0.76315
rf,1,0,0.75358
rf,1,0,0.76555
rf,1,0,0.7488
rf,1,0,0.76555
rf,1,0,0.75119
rf,1,0,0.76555
rf,1,0,0.76794
rf,1,0,0.75119
rf,1,0,0.76794
rf,1,0,0.77272
rf,1,0,0.75358
rf,1,0,0.76076
rf,1,0,0.7488
rf,1,0,0.76555
rf,1,0,0.7488
rf,1,0,0.76555
rf,1,0,0.76794
rf,1,0,0.75358
rf,1,0,0.76555
rf,1,0,0.77272
rf,1,0,0.76555
rf,1,0,0.7488
rf,1,0,0.77033
rf,1,0,0.77272
rf,1,0,0.77272
rf,1,0,0.7799
rf,1,0,0.79904
rf,1,0,0.76794
rf,1,0,0.79425
rf,1,0,0.76794
rf,1,0,0.77511
rf,1,0,0.79665
rf,1,0,0.76794
rf,1,0,0.77511
rf,1,0,0.7799
rf,1,0,0.79425
rf,1,0,0.76794
rf,1,0,0.77511
rf,1,0,0.7799
rf,1,0,0.77511
rf,1,0,0.79665
rf,1,0,0.77033
rf,1,0,0.7799
rf,1,0,0.77751
rf,1,0,0.77511
rf,1,0,0.77751
rf,1,0,0.75358
rf,1,0,0.78468
rf,1,0,0.75837
rf,1,0,0.79186
rf,1,0,0.76555
rf,1,0,0.7799
rf,1,0,0.78708
rf,1,0,0.76076
rf,1,0,0.78708
rf,1,0,0.79186
rf,1,0,0.78468
rf,1,0,0.76315
rf,1,0,0.7799
rf,1,0,0.78708
rf,1,0,0.78708
rf,1,0,0.78468
rf,1,0,0.75837
rf,1,0,0.7799
rf,1,0,0.78947
rf,1,0,0.78468
rf,1,0,0.78468
rf,1,0,0.79425
rf,1,0,0.77272
rf,1,0,0.77751
rf,1,0,0.7799
rf,1,0,0.77511
rf,1,0,0.77751
rf,1,0,0.7799
rf,1,0,0.7488
rf,1,0,0.78229
rf,1,0,0.74641
rf,1,0,0.78229
rf,1,0,0.7488
rf,1,0,0.77751
rf,1,0,0.78468
rf,1,0,0.75358
rf,1,0,0.77511
rf,1,0,0.7799
rf,1,0,0.78229
rf,1,0,0.74641
rf,1,0,0.7799
rf,1,0,0.77751
rf,1,0,0.77511
rf,1,0,0.7799
rf,1,0,0.74641
rf,1,0,0.77511
rf,1,0,0.77751
rf,1,0,0.7799
rf,1,0,0.77751
rf,1,0,0.79186
rf,1,0,0.77511
rf,1,0,0.77511
rf,1,0,0.78229
rf,1,0,0.78229
rf,1,0,0.78229
rf,1,0,0.77751
rf,1,0,0.78468
rf,1,0,0.74641
rf,1,0,0.77033
rf,1,0,0.78229
rf,1,0,0.78229
rf,1,0,0.77033
rf,1,0,0.77272
rf,1,0,0.78947
rf,1,0,0.73444
rf,1,0,0.75119
rf,1,0,0.75598
rf,1,0,0.76076
rf,1,0,0.74641
rf,1,0,0.7488
rf,1,0,0.74641
rf,1,0,0.74641
rf,1,0,0.73684
rf,1,0,0.75837
rf,1,0,0.76076
rf,1,0,0.7488
rf,1,0,0.76555
rf,1,0,0.75119
rf,1,0,0.74641
rf,1,0,0.74641
rf,1,0,0.74641
rf,1,0,0.74641
rf,1,0,0.74162
rf,1,0,0.76076
rf,1,0,0.76076
rf,1,0,0.75119
rf,1,0,0.75837
rf,1,0,0.75358
rf,1,0,0.7488
rf,1,0,0.73923
rf,1,0,0.75119
rf,1,0,0.73923
rf,1,0,0.75119
rf,1,0,0.73923
rf,1,0,0.73205
rf,1,0,0.76315
rf,1,0,0.75119
rf,1,0,0.73923
rf,1,0,0.7488
rf,1,0,0.77033
rf,1,0,0.77272
rf,1,0,0.78229
rf,1,0,0.76794
rf,1,0,0.77511
rf,1,0,0.79186
rf,1,0,0.77511
rf,1,0,0.79425
rf,1,0,0.77272
rf,1,0,0.7799
rf,1,0,0.76794
rf,1,0,0.79186
rf,1,0,0.76794
rf,1,0,0.79425
rf,1,0,0.76794
rf,1,0,0.77033
rf,1,0,0.79425
rf,1,0,0.77272
rf,1,0,0.77751
rf,1,0,0.78708
rf,1,0,0.76794
rf,1,0,0.78947
rf,1,0,0.76794
rf,1,0,0.78947
rf,1,0,0.77272
rf,1,0,0.77751
rf,1,0,0.79186
rf,1,0,0.77751
rf,1,0,0.7799
rf,1,0,0.78229
rf,1,0,0.79186
rf,1,0,0.76555
rf,1,0,0.7799
rf,1,0,0.7799
rf,1,0,0.78229
rf,1,0,0.73444
rf,1,0,0.74162
rf,1,0,0.77272
rf,1,0,0.74401
rf,1,0,0.75119
rf,1,0,0.78468
rf,1,0,0.74401
rf,1,0,0.78708
rf,1,0,0.75598
rf,1,0,0.76794
rf,1,0,0.7488
rf,1,0,0.77033
rf,1,0,0.74641
rf,1,0,0.77272
rf,1,0,0.74401
rf,1,0,0.76076
rf,1,0,0.78229
rf,1,0,0.75598
rf,1,0,0.76555
rf,1,0,0.77751
rf,1,0,0.74401
rf,1,0,0.77033
rf,1,0,0.73923
rf,1,0,0.78229
rf,1,0,0.74401
rf,1,0,0.76076
rf,1,0,0.78468
rf,1,0,0.75598
rf,1,0,0.76794
rf,1,0,0.77272
rf,1,0,0.76794
rf,1,0,0.74401
rf,1,0,0.76076
rf,1,0,0.76555
rf,1,0,0.77033
rf,1,0,0.76076
rf,1,0,0.77511
rf,1,0,0.75598
rf,1,0,0.7799
rf,1,0,0.76794
rf,1,0,0.77751
rf,1,0,0.78708
rf,1,0,0.76555
rf,1,0,0.7799
rf,1,0,0.78708
rf,1,0,0.78708
rf,1,0,0.76315
rf,1,0,0.77272
rf,1,0,0.78229
rf,1,0,0.77511
rf,1,0,0.7799
rf,1,0,0.75358
rf,1,0,0.77033
rf,1,0,0.78468
rf,1,0,0.78468
rf,1,0,0.77751
rf,1,0,0.74401
rf,1,0,0.74401
rf,1,0,0.7488
rf,1,0,0.73923
rf,1,0,0.75598
rf,1,0,0.76315
rf,1,0,0.7488
rf,1,0,0.76315
rf,1,0,0.75119
rf,1,0,0.75358
rf,1,0,0.75119
rf,1,0,0.75598
rf,1,0,0.74162
rf,1,0,0.75837
rf,1,0,0.74401
rf,1,0,0.73684
rf,1,0,0.76555
rf,1,0,0.75119
rf,1,0,0.7488
rf,1,0,0.75119
rf,1,0,0.75358
rf,1,0,0.7488
rf,1,0,0.74401
rf,1,0,0.75119
rf,1,0,0.74162
rf,1,0,0.73684
rf,1,0,0.76555
rf,1,0,0.75119
rf,1,0,0.75119
rf,1,0,0.75358
rf,1,0,0.75358
rf,1,0,0.74401
rf,1,0,0.74401
rf,1,0,0.73923
rf,1,0,0.7488
rf,1,0,0.77033
rf,1,0,0.78708
rf,1,0,0.76794
rf,1,0,0.78708
rf,1,0,0.76315
rf,1,0,0.77511
rf,1,0,0.79425
rf,1,0,0.77272
rf,1,0,0.7799
rf,1,0,0.77751
rf,1,0,0.78708
rf,1,0,0.77272
rf,1,0,0.76794
rf,1,0,0.77751
rf,1,0,0.78229
rf,1,0,0.78947
rf,1,0,0.76555
rf,1,0,0.77511
rf,1,0,0.7799
rf,1,0,0.77751
rf,1,0,0.77511
rf,1,0,0.73923
rf,1,0,0.76794
rf,1,0,0.74162
rf,1,0,0.77033
rf,1,0,0.75119
rf,1,0,0.76555
rf,1,0,0.78229
rf,1,0,0.75598
rf,1,0,0.77511
rf,1,0,0.77751
rf,1,0,0.77272
rf,1,0,0.74162
rf,1,0,0.76555
rf,1,0,0.76315
rf,1,0,0.76794
rf,1,0,0.77033
rf,1,0,0.7488
rf,1,0,0.76076
rf,1,0,0.77033
rf,1,0,0.77511
rf,1,0,0.76315
rf,1,0,0.78468
rf,1,0,0.76076
rf,1,0,0.77033
rf,1,0,0.77751
rf,1,0,0.77751
rf,1,0,0.76555
rf,1,0,0.78229
rf,1,0,0.74641
rf,1,0,0.7488
rf,1,0,0.76555
rf,1,0,0.74641
rf,1,0,0.75358
rf,1,0,0.76555
rf,1,0,0.75119
rf,1,0,0.76794
rf,1,0,0.75837
rf,1,0,0.75837
rf,1,0,0.7488
rf,1,0,0.75837
rf,1,0,0.74401
rf,1,0,0.76076
rf,1,0,0.74641
rf,1,0,0.75598
rf,1,0,0.76794
rf,1,0,0.75358
rf,1,0,0.75598
rf,1,0,0.75598
rf,1,0,0.74641
rf,1,0,0.76076
rf,1,0,0.7488
rf,1,0,0.76076
rf,1,0,0.7488
rf,1,0,0.75119
rf,1,0,0.76794
rf,1,0,0.75598
